Marque,Provenance,Societe,Adresse,Ville,Telephone,Telecopie,Obs_vehicu,Acc_vehi,Dern_maj
PEUGEOT,E,PEUGEOT S.A. (SIEGE),75, AVENUE DE LA GRANDE ARMEE –,75116  PARIS,0140665511,,,,/ /
PEUGEOT,F,AUTOMOBILES PEUGEOT (IDENTIFICATION),DCFP/IVP – CASE COURRIER N. 13 – 14/16, BD DE DOUAUMONT,75809  PARIS CEDEX 17,0156764110,0156764184,,,/ /
PGO,F,PGO AUTOMOBILES,ZA DE LA PYRAMIDE –,30380  ST CHRISTOL LES ALES,0466605605,0466605950,RCE,RCE,/ /
PININFARINA,I,FIAT FRANCE S.A.,6, RUE NICOLAS COPERNIC –,78083  TRAPPES CEDEX 9,homologationgroupefiat@fiat.
com,,,11/82,20/04/2007
PININFARINA,I,FIAT FRANCE S.A.,6, RUE NICOLAS COPERNIC –,78083  TRAPPES CEDEX 9,0130167193,HOMOLOGATION,,11/82,20/04/2007
PORSCHE,D,PORSCHE FRANCE S.A.,122, AVENUE DU GENERAL LECLERC –,92100   BOULOGNE BILLANCOURT,0155199110,0155199101,,99/450,16/03/2009
PUSHER 7000,F,CVR,–,24400  MUSSIDAN,0553815629,0553815651,,,/ /
QUATTRO,D,GROUPE VOLKSWAGEN FRANCE,–,02601  VILLERS COTTERETS,0323738080,0323738041,,95/321,26/03/2006
RAYTON FISSORE,I,FAM AUTOMOBILES,115 ALLEE HUGONNIOT – ZI TECHNOLAND,25461  ETUPES CEDEX,0381955050,0381955677,,97/91,/ /
RENAULT,F,MATRA AUTOMOBILE,PARC D'ACTIVITES PISSALOUP – 8, AVENUE JEAN D'ALEMBERT,78191  TRAPPES CEDEX,0130683068,0130683096,,,/ /
RENAULT,F,RENAULT S.A.S. (ATTESTATIONS),SERVICE ATTESTATION – 860, QUAI DE STALINGRAD,92109   BOULOGNE BILLANCOURT,0810282282,0141124452,,,/ /
ROLLS ROYCE,GB,BMW FRANCE,3, AVENUE AMPERE – MONTIGNY LE BRETONNEUX,78886  ST QUENTIN EN YVELINES,0130439300,0130433571,RCE,RCE,/ /
SAAB,S,GENERAL MOTORS FRANCE SAS,1 A 9, AVENUE DU MARAIS –,95101  ARGENTEUIL CEDEX,0134263000,0134263263,RCE,04/893,07/09/2005
SANTANA,E,SUZUKI FRANCE S.A.S.,8, RUE DES FRERES LUMIERE –,78190  TRAPPES,0134821400,0134828076,WMI VSE,25/90,24/05/2007
SEAT,E,GROUPE VOLKSWAGEN FRANCE,–,02601  VILLERS COTTERETS,0323738080,0323738041,,95/284,26/03/2006
SKODA,CZ,GROUPE VOLKSWAGEN FRANCE,–,02601  VILLERS COTTERETS,0323738080,0323738041,,249/94,26/03/2006
SMART,D,MERCEDES BENZ FRANCE,PARC DE ROCQUENCOURT –,78153  LE CHESNAY CEDEX,0139235600,0139235695,,98/439,02/04/2008
SMS,F,LA ROCHELLE AUTO LOISIRS,12 BIS, RUE DU ROUX –,17000  LA ROCHELLE,0546450669,,,,/ /
SOVRA LM,F,SOVRA LM,23/25, RUE DE LA GARE –,45490  CORBEILLES EN GATINAIS,0238922326,0238964195,,,/ /
SSANGYONG,ROK,SSANGYONG FRANCE SAS,1 AVENUE DU FIEF –,95310  SAINT OUEN L AUMONE,0134306060,0134306302,,04/884,28/06/2004
SUBARU,H,SUBARU FRANCE,PARC D'ACTIVITES LES BETHUNES – 1, AVENUE DU FIEF,95005  CERGY PONTOISE CEDEX,0134306200,0134306202,,,25/09/2008
SUBARU,J,SUBARU FRANCE,PARC D'ACTIVITES LES BETHUNES – 1, AVENUE DU FIEF,95005  CERGY PONTOISE CEDEX,0134306200,0134306202,,133/92,25/09/2008
SUZUKI,E,SUZUKI FRANCE S.A.S.,8, RUE DES FRERES LUMIERE –,78190  TRAPPES,0134821400,0134828076,,25/90,16/05/2008
SUZUKI,J,SUZUKI FRANCE S.A.S.,8, RUE DES FRERES LUMIERE –,78190  TRAPPES,0134821400,0134828076,,,16/05/2008
SUZUKI,CND,SUZUKI FRANCE S.A.S.,8, RUE DES FRERES LUMIERE –,78190  TRAPPES,0134821400,0134828076,,99/460,16/05/2008
SUZUKI,H,SUZUKI FRANCE S.A.S.,8, RUE DES FRERES LUMIERE –,78190  TRAPPES,0134821400,0134828076,EX MAGYAR SUZUKI,,16/05/2008
SUZUKI,IND,SUZUKI FRANCE S.A.S.,8, RUE DES FRERES LUMIERE –,78190  TRAPPES,0134821400,0134828076,EX MARUTI,,16/05/2008
TATA,IND,TATA ENGINEERING AND LOCOMOTIVE Co Ltd,HOMI MODY STREET –,400 001  BOMBAY,,,,,/ /
TOYOTA,J,TOYOTA FRANCE SAS,20/30, BD DE LA REPUBLIQUE –,92423  VAUCRESSON CEDEX,0147108100,0147108181,,38/71,25/11/2005
TOYOTA,P,TOYOTA FRANCE SAS,20/30, BD DE LA REPUBLIQUE –,92423  VAUCRESSON CEDEX,0147108100,0147108181,,03/822,18/10/2007
TOYOTA,GB,TOYOTA FRANCE SAS,20/30, BD DE LA REPUBLIQUE –,92423  VAUCRESSON CEDEX,0147108100,0147108181,,,25/11/2005
UMM,P,U.M.M. FRANCE SARL,ZAC DES COMBOTTES –,25701  VALENTIGNEY CEDEX,0381304545,0381303666,,1/85,/ /
VAUXHALL,GB,GENERAL MOTORS FRANCE SAS,1 A 9, AVENUE DU MARAIS –,95101  ARGENTEUIL CEDEX,0134263000,0134263263,,1948,07/09/2005
VENTURI,MC,VENTURI AUTOMOBILES SA,GILDO PASTOR CENTER – 7, RUE DU GABIAN,98000  MONACO,009337792055767,009337792055768,,,/ /
VOLKSWAGEN,MEX,GROUPE VOLKSWAGEN FRANCE,–,02601  VILLERS COTTERETS,0323738080,0323738041,18AL – 18AL1,1973,26/03/2006
VOLKSWAGEN,D,GROUPE VOLKSWAGEN FRANCE,–,02601  VILLERS COTTERETS,0323738080,0323738041,,1951,26/03/2006
VOLVO,S,VOLVO AUTOMOBILES FRANCE SAS,34 RUE DE LA CROIX DE FER –,78100  SAINT GERMAIN EN LAYE,0161017171,,,EN COURS,14/10/2008
WESTFIELD,GB,WESTFIELD SPORTS CARS LtD,1 GIBBONS INDUSTRIAL PARK – DUDLEY ROAD – KINGSWINDFORD,DY6 8XF  WEST MIDLANDS,00441384400077,00441384288781,,,/ /
WIESMANN,D,WIESMANN AUTO–SPORT GmbH,POSTFAHR 1343 – TELGENKAMP 18–20,48249  DULMEN,,,,,/ /
WILLYS,USA,WILLYS OVERSEAS S.A.,–,TOLEDO,,,,1963,/ /
